polymer,solvent,chi,phi_s,Q,expansion_pct
PM6,Chloroform,0.22,0.6713516978983756,3.042766366371735,204.2766366371735
PM6,Toluene,0.385,0.6090766353790181,2.55804613001207,155.804613001207
PM6,o-Xylene,0.412,0.5966328813278564,2.4791311778013294,147.91311778013295
D18,Chloroform,0.28,0.6512633644908741,2.8674933981056645,186.74933981056645
D18,Toluene,0.45,0.5779769029293838,2.369538555925701,136.9538555925701
D18,o-Xylene,0.3,0.6439529858079882,2.808617851407433,180.86178514074328
