residual,phi1,phi3,phi2
0,0.97834126567202,0.0214919386482469,0.000166795679732993
0,0.978170141993328,0.0211525515358621,0.000677306470810015
0,0.977336947673061,0.0213733032096266,0.00128974911731248
0,0.976503753352794,0.0213989981567961,0.00209724849040985
0,0.975670559032527,0.0214016312850662,0.00292780968240672
0,0.97483736471226,0.0213969211273211,0.00376571416041862
0,0.974004170391993,0.0213889478941885,0.00460688171381818
0,0.973170976071726,0.0213792426103847,0.00544978131788891
0,0.97233778175146,0.0213685089964992,0.00629370925204126
0,0.971504587431193,0.0213571157756567,0.00713829679315066
0,0.970671393110926,0.0213452748196135,0.00798333206946062
0,0.969838198790659,0.0213331165412384,0.00882868466810283
0,0.969005004470392,0.0213207256148346,0.00967426991477333
0,0.968171810150125,0.0213081594156763,0.0105200304341987
0,0.967338615829858,0.0212954582044688,0.011365925965673
0,0.966505421509591,0.0212826510689694,0.0122119274214392
0,0.965672227189324,0.0212697595510404,0.0130580132596351
0,0.964839032869058,0.0212567999469203,0.0139041671840221
0,0.964005838548791,0.0212437848144032,0.0147503766368062
0,0.963172644228524,0.0212307239886098,0.0155966317828665
0,0.962339449908257,0.0212176252836398,0.0164429248081034
0,0.96150625558799,0.0212044949878793,0.0172892494241307
0,0.960673061267723,0.0211913382204529,0.0181356005118238
0,0.959839866947456,0.0211781591922066,0.0189819738603373
0,0.959006672627189,0.0211649613997792,0.0198283659730314
0,0.958173478306922,0.0211517477719563,0.0206747739211214
0,0.957340283986656,0.0211385207814548,0.0215211952318896
0,0.956507089666389,0.021125282531305,0.0223676278023065
0,0.955673895346122,0.0211120348223179,0.0232140698315603
0,0.954840701025855,0.0210987792063006,0.0240605197678445
0,0.954007506705588,0.0210855170284121,0.0249069762659999
0,0.953174312385321,0.0210722494611601,0.0257534381535187
0,0.952341118065054,0.0210589775319022,0.0265999044030436
0,0.951507923744787,0.0210457021452547,0.027446374109958
0,0.95067472942452,0.021032424101476,0.0282928464740036
0,0.949841535104254,0.0210191441116446,0.0291393207841019
0,0.949008340783987,0.0210058628102636,0.0299857964057497
0,0.94817514646372,0.0209925807657888,0.0308322727704915
0,0.947341952143453,0.0209792984894675,0.0316787493670796
0,0.946508757823186,0.0209660164427961,0.0325252257340179
0,0.945675563502919,0.020952735043843,0.0333717014532378
0,0.944842369182652,0.0209394546726314,0.0342181761447164
0,0.944009174862385,0.0209261756757431,0.0350646494618715
0,0.943175980542118,0.0209128983702705,0.035911121087611
0,0.942342786221852,0.0208996230472219,0.0367575907309265
0,0.941509591901585,0.0208863499744678,0.0376040581239475
0,0.940676397581318,0.0208730793992965,0.0384505230193858
0,0.939843203261051,0.0208598115506404,0.0392969851883087
0,0.939010008940784,0.0208465466410202,0.0401434444181959
0,0.938176814620517,0.0208332848682478,0.0409899005112351
0,0.937958845280928,0.0208298680066722,0.0412112867123995
0,0.93734362030025,0.020820444990613,0.0418359347091369
0,0.936510425979983,0.0208077704859169,0.0426818035340998
0,0.935677231659717,0.020795117627228,0.0435276507130555
0,0.93484403733945,0.0207824855141593,0.0443734771463911
0,0.934010843019183,0.0207698733161085,0.0452192836647088
0,0.933177648698916,0.0207572802658586,0.0460650710352257
0,0.932344454378649,0.0207447056538703,0.0469108399674809
0,0.931511260058382,0.0207321488231814,0.0477565911184366
0,0.930678065738115,0.0207196091648386,0.0486023250970463
0,0.929844871417848,0.0207070861137976,0.0494480424683541
0,0.929011677097581,0.0206945791452378,0.0502937437571809
0,0.928178482777315,0.0206820877712423,0.0511394294514431
0,0.927345288457047,0.020669611537802,0.0519851000051505
0,0.926512094136781,0.0206571500221075,0.0528307558411118
0,0.925678899816514,0.020644702830097,0.0536763973533893
0,0.924845705496247,0.020632269594233,0.0545220249095201
0,0.92401251117598,0.020619849971482,0.055367638852538
0,0.923179316855713,0.0206074436414769,0.05621323950281
