residual,phi1,phi3,phi2
0,0.983656932925908,0.0161762713943591,0.000166795679733139
0,0.983169307914929,0.0159179454310232,0.000912746654047749
0,0.982336113594662,0.0160582324667862,0.00160565393855157
0,0.981502919274395,0.0160951740456777,0.00240190667992705
0,0.980669724954128,0.0161106972860824,0.00321957775978919
0,0.979836530633861,0.0161182368756779,0.00404523249046062
0,0.979003336313595,0.0161219375480016,0.00487472613840372
0,0.978170141993328,0.0161235004444983,0.00570635756217382
0,0.977336947673061,0.016123752620193,0.00653929970674614
0,0.976503753352794,0.0161231445548556,0.00737310209235038
0,0.975670559032527,0.0161219425858272,0.00820749838164572
0,0.97483736471226,0.0161203142809782,0.0090423210067616
0,0.974004170391993,0.0161183703449297,0.00987745926307698
0,0.973170976071726,0.0161161868580593,0.0107128370702142
0,0.97233778175146,0.0161138178355652,0.0115484004129752
0,0.971504587431193,0.0161113026897124,0.012384109879095
0,0.970671393110926,0.0161086708555481,0.013219936033526
0,0.969838198790659,0.0161059447630594,0.0140558564462818
0,0.969005004470392,0.0161031418066125,0.0148918537229954
0,0.968171810150125,0.0161002756853315,0.0157279141645435
0,0.967338615829858,0.0160973573369862,0.0165640268331555
0,0.966505421509591,0.0160943956022892,0.0174001828881194
0,0.965672227189324,0.0160913977062297,0.0182363751044459
0,0.964839032869058,0.0160883696126551,0.0190725975182873
0,0.964005838548791,0.0160853162894044,0.0199088451618049
0,0.963172644228524,0.0160822419092568,0.0207451138622194
0,0.962339449908257,0.0160791500041198,0.0215814000876234
0,0.96150625558799,0.0160760435846782,0.0224177008273318
0,0.960673061267723,0.0160729252342052,0.0232540134980716
0,0.959839866947456,0.0160697971828192,0.0240903358697247
0,0.959006672627189,0.0160666613667816,0.024926666006029
0,0.958173478306922,0.016063519476238,0.0257630022168397
0,0.957340283986656,0.0160603729939466,0.0265993430193978
0,0.956507089666389,0.0160572232269195,0.027435687106692
0,0.955673895346122,0.0160540713324442,0.028272033321434
0,0.954840701025855,0.016050918339617,0.0291083806345281
0,0.954007506705588,0.0160477651672661,0.0299447281271459
0,0.953174312385321,0.016044612638951,0.0307810749757279
0,0.952341118065054,0.01604146149558,0.0316174204393658
0,0.951507923744787,0.0160383124060764,0.0324537638491362
0,0.95067472942452,0.0160351659764358,0.0332901045990438
0,0.949841535104254,0.0160320227574508,0.0341264421382956
0,0.949008340783987,0.016028883251327,0.0349627759646862
0,0.94817514646372,0.0160257479173709,0.0357991056189094
0,0.947341952143453,0.0160226171768985,0.0366354306796485
0,0.946508757823186,0.0160194914174866,0.0374717507593274
0,0.945675563502919,0.0160163709966666,0.0383080655004143
0,0.944842369182652,0.0160132562451447,0.0391443745722031
0,0.944009174862385,0.0160101474696183,0.0399806776679963
0,0.943175980542118,0.0160070449552455,0.0408169745026361
0,0.942342786221852,0.0160039489678169,0.0416532648103315
0,0.941509591901585,0.0160008597556721,0.0424895483427432
0,0.940676397581318,0.0159977775513922,0.04332582486729
0,0.939843203261051,0.0159947025733019,0.0441620941656472
0,0.939010008940784,0.0159916350268027,0.0449983560324134
0,0.938176814620517,0.0159885751055609,0.0458346102739219
0,0.93734362030025,0.0159855229925677,0.0466708567071822
0,0.936510425979983,0.0159824788610871,0.0475070951589295
0,0.935677231659717,0.0159794428755057,0.0483433254647778
0,0.93484403733945,0.0159764151920956,0.0491795474684548
0,0.934010843019183,0.0159733959597011,0.0500157610211162
0,0.933177648698916,0.015970385320357,0.0508519659807272
0,0.932344454378649,0.015967383409848,0.0516881622115031
0,0.931511260058382,0.0159643903582135,0.0525243495834046
0,0.930678065738115,0.0159614062902055,0.0533605279716794
0,0.929844871417848,0.0159584313257046,0.0541966972564471
0,0.929011677097581,0.0159554655800969,0.0550328573223218
0,0.928178482777315,0.0159525091646186,0.0558690080580669
0,0.927345288457047,0.0159495621866686,0.056705149356284
0,0.926512094136781,0.0159466247500951,0.0575412811131241
