residual,phi1_L8Bo,phi2_Solvent,phi3_Donor
4.93038065763132e-32,0.29219847123768,0.153884255658561,0.553917273103759
3.90979186150164e-29,0.281389846752534,0.179297905574379,0.539312247673087
3.54987407349455e-30,0.273462779719023,0.19860026074654,0.527936959534437
7.49417859959961e-30,0.266981019469295,0.214816041329281,0.518202939201424
1.97215226305253e-31,0.261405213442729,0.22908556710383,0.509509219453441
3.17516514351457e-29,0.256463439691039,0.241985910997827,0.501550649311133
7.29696337329436e-30,0.251996133850972,0.253856956741426,0.494146909407602
0,0.247900352462136,0.26491878865349,0.487180858884374
1.26217744835362e-29,0.244105193069352,0.27532354601981,0.480571260910838
7.88860905221012e-31,0.240559418922674,0.28518157309458,0.474259007982746
1.57772181044202e-30,0.237224614542682,0.294575905560011,0.468199479897307
3.94430452610506e-30,0.234071123609743,0.303570882144514,0.462357994245743
1.97215226305253e-30,0.231075501615147,0.312217553786795,0.456706944598059
5.12759588393658e-30,0.228218846061468,0.320557235167206,0.451223918771326
9.86076131526265e-31,0.225485661269017,0.328623923128688,0.445890415602295
5.12759588393658e-30,0.222863062693051,0.336445994584264,0.440690942722684
1.77493703674728e-30,0.220340204532416,0.344047429952817,0.435612365514768
3.3526588471893e-30,0.217907858649134,0.351448714666681,0.430643426684185
3.05289170320532e-28,0.215558098705636,0.358667516535887,0.425774384758477
3.12783348920131e-28,0.213284059137582,0.365719203489454,0.420996737372964
1.77493703674728e-30,0.2110797484221,0.372617245360273,0.416303006217627
2.76101316827354e-30,0.208939902441335,0.379373529932077,0.411686567626588
5.91645678915759e-30,0.206859867926406,0.385998614582832,0.407141517490761
5.12759588393658e-30,0.204835508791583,0.39250192885952,0.402662562348897
1.77493703674728e-30,0.202863130112965,0.398891939181068,0.398244930705967
1.22273440309257e-29,0.200939415868113,0.405176283969638,0.393884300162249
9.86076131526265e-31,0.199061377523365,0.411361885442219,0.389576737034416
5.12759588393658e-30,0.197226311256807,0.417455042799137,0.385318645944056
4.14151975241031e-30,0.195431762118207,0.423461510452014,0.38110672742978
2.76101316827354e-30,0.193675493808506,0.429386564117275,0.376937942074219
3.94430452610506e-30,0.191955463047025,0.43523505699267,0.372809479960306
1.43967115202835e-29,0.190269797711269,0.441011467769205,0.368718734519525
2.02145606962884e-30,0.188616778100233,0.446719941876297,0.364663280023471
1.23259516440783e-30,0.186994820800266,0.452364327082318,0.360640852117416
3.74425433092167e-26,0.185402464732448,0.457948204360825,0.356649330906727
8.21401417561379e-28,0.183838359039355,0.463474914751727,0.352686726208918
3.40196265376561e-30,0.18230125253006,0.468947582851934,0.348751164618007
4.14151975241031e-30,0.180789984454073,0.474369137389214,0.344840878156712
1.40515848742493e-29,0.179303476411892,0.479742329336497,0.340954194251611
3.94430452610506e-31,0.177840725244201,0.485069747886577,0.337089526869222
9.86076131526265e-31,0.17640079676683,0.490353834582694,0.333245368650476
1.42981039071308e-30,0.174982820240113,0.49559689584577,0.329420283914116
