residual,phi1_L8Bo,phi3_Donor,phi2_o-Xylene
3.47591836363008e-30,0.914149149663383,3.23383541308005e-05,0.0858185119824862
2.84606223461768e-29,0.441559383110748,0.481097115714775,0.0773435011744766
2.84606223461768e-29,0.910814477660767,3.47996825417383e-05,0.0891507226566915
5.04994238857888e-29,0.441549333847147,0.478156389502377,0.0802942766504767
5.04994238857888e-29,0.907473306012433,3.74483469414525e-05,0.0924892456406258
5.33479513107353e-28,0.44154102494345,0.475203994266968,0.0832549807895823
5.33479513107353e-28,0.904125518412986,4.02986057980672e-05,0.0958341829812159
1.13657600110046e-28,0.441534504608972,0.472239724289689,0.0862257711013394
1.13657600110046e-28,0.900770994154963,4.33658028165295e-05,0.0991856400422204
1.39176017798781e-27,0.441529821516815,0.469263368600864,0.0892068098823207
1.39176017798781e-27,0.897409608097672,4.66664495378724e-05,0.102543725452791
1.26834042417566e-29,0.441527024937476,0.466274710828641,0.0921982642338829
1.26834042417566e-29,0.894041230635154,5.02183142252519e-05,0.105908551050621
3.86546773938953e-27,0.441526164875927,0.463273529046127,0.0952003060779459
3.86546773938953e-27,0.890665727663107,5.40405175152547e-05,0.109280231819378
4.55650989236314e-27,0.441527292212222,0.460259595618023,0.0982131121697555
4.55650989236314e-27,0.887282960545535,5.81536353493932e-05,0.112658885819115
4.32004883602314e-27,0.441530458846169,0.457232677046483,0.101236864107348
4.32004883602314e-27,0.883892786081042,6.25798097398968e-05,0.116044634109218
5.3050895876113e-27,0.441535717846701,0.454192533815928,0.104271748337371
5.3050895876113e-27,0.880495056468714,6.73428679660787e-05,0.11943760066332
9.12416244501253e-28,0.441543123606149,0.451138920237546,0.107317956156305
9.12416244501253e-28,0.877089619274186,7.24684508429474e-05,0.122837912274971
6.11071378706826e-27,0.441552731999877,0.448071584293823,0.1103756837063
6.11071378706826e-27,0.873676317396205,7.79841507525638e-05,0.126245698453042
6.10913606525782e-27,0.441564600552274,0.444990267482184,0.113445131965542
6.10913606525782e-27,0.870254989033275,8.39196601812065e-05,0.129661091306544
6.97205128795645e-27,0.441578788608815,0.441894704660069,0.116526506731115
6.97205128795645e-27,0.866825467651966,9.03069315619575e-05,0.133084225416472
6.97323457931429e-27,0.441595357515635,0.438784623889736,0.11962001859463
6.97323457931429e-27,0.863387581955949,9.71803492831881e-05,0.136515237694768
6.97160755369727e-27,0.441614370806748,0.435659746284338,0.122725882908914
6.97160755369727e-27,0.859941155856908,0.000104576914788906,0.139954267228303
8.20859075689039e-27,0.441635894399714,0.432519785855392,0.125844319744894
8.20859075689039e-27,0.856486008447497,0.000112536445767417,0.143401455106735
8.53315771558226e-27,0.441659996800552,0.429364449361997,0.128975553837451
8.53315771558226e-27,0.853021953976821,0.000121101790500577,0.146856944232678
9.20309783934121e-27,0.441686749318538,0.426193436162561,0.132119814518902
9.20309783934121e-27,0.849548801829002,0.000130319058527543,0.15032087911247
1.25259771873584e-26,0.441716226291823,0.423006438069461,0.135277335638716
1.25259771873584e-26,0.846066356505335,0.00014023786886474,0.153793405625801
1.3748711590451e-26,0.441748505324802,0.419803139207115,0.138448355468082
1.3748711590451e-26,0.842574417610471,0.000150911617118285,0.157274670772411
1.25279000358149e-26,0.441783667538009,0.416583215874756,0.141633116587235
1.25279000358149e-26,0.839072779843703,0.000162397762926801,0.160764822393371
1.46028014317725e-26,0.441821797831729,0.413346336414144,0.144831865754126
1.46028014317725e-26,0.835561232995624,0.000174758139282003,0.164264008865094
1.54716331112602e-26,0.441862985164443,0.410092161083228,0.148044853752329
1.54716331112602e-26,0.832039561951069,0.000188059285392212,0.167772378763539
2.02084963280795e-26,0.441907322847172,0.406820341936969,0.151272335215859
2.02084963280795e-26,0.828507546699304,0.00020237280488069,0.171290080495815
1.77649996741575e-26,0.441954908855108,0.403530522716106,0.154514568428786
1.77649996741575e-26,0.824964962352182,0.000217775751247079,0.174817261896571
2.39116066324133e-26,0.442005846157748,0.400222338745502,0.157771815096749
2.39116066324133e-26,0.821411579171541,0.000234351042666974,0.178354069785792
2.50271052562024e-26,0.44206024306943,0.396895416842307,0.161044340088263
2.50271052562024e-26,0.817847162606273,0.000252187908362615,0.181900649485365
3.03715392814616e-26,0.442118213621168,0.393549375237065,0.164332411141766
3.03715392814616e-26,0.81427147334125,0.000271382368947629,0.185457144289803
3.16169534355792e-26,0.442179877956284,0.390183823507428,0.167636298536288
3.16169534355792e-26,0.810684267358208,0.000292037753331655,0.189023694888461
3.35615448707556e-26,0.442245362751132,0.38679836252764,0.170956274721228
3.35615448707556e-26,0.807085296010888,0.000314265254967462,0.192600438734145
3.83215315728592e-26,0.44231480166319,0.383392584434848,0.174292613901963
3.83215315728592e-26,0.80347430611535,0.000338184530435019,0.196187509354215
4.08024991197793e-26,0.442388335808589,0.379966072614502,0.177645591576909
4.08024991197793e-26,0.7998510400572,0.000363924343584836,0.199785035599215
4.6371462680187e-26,0.442466114271588,0.376518401706929,0.181015484021483
4.6371462680187e-26,0.796215235917495,0.000391623258708168,0.203393140823797
5.73545758483529e-26,0.442548294648171,0.373049137637767,0.184402567714062
5.73545758483529e-26,0.792566627619107,0.000421430386465619,0.207011941994427
4.80062289948378e-26,0.442635043627135,0.369557837674147,0.187807118698718
4.80062289948378e-26,0.788904945095473,0.000453506186589671,0.210641548717937
7.43296792373512e-26,0.442726537610616,0.36604405051103,0.191229411878353
7.43296792373512e-26,0.785229914484413,0.000488023331682287,0.214282062183904
3.15544362088405e-30,0.442822963379185,0.362507316386734,0.194669720234081
3.15544362088405e-30,0.781541258347249,0.000525167636757669,0.217933574015993
3.79639310637612e-30,0.442924518800906,0.358947167240714,0.19812831395838
3.79639310637612e-30,0.777838695921357,0.000565139059534118,0.221596165019109
3.54987407349455e-30,0.443031413595222,0.35536312689988,0.201605459504898
3.54987407349455e-30,0.774121943398638,0.000608152776859861,0.225269903824502
3.40196265376561e-30,0.443143870147627,0.351754711317164,0.205101418535209
3.40196265376561e-30,0.770390714244436,0.000654440343067514,0.228954845412496
0,0.443262124385181,0.348121428852871,0.208616446761948
0,0.766644719551979,0.000704250936492917,0.232651029511528
1.03537993810258e-30,0.443386426715577,0.344462780608487,0.212150792675936
1.03537993810258e-30,0.762883668438671,0.000757852700868695,0.23635847886046
2.65865846582112e-27,0.443517043035169,0.34077826081736,0.21570469614747
2.65865846582112e-27,0.759107268487488,0.000815534188813609,0.240077197323698
2.8645511620838e-29,0.443654255812306,0.337067357295998,0.219278386891697
2.8645511620838e-29,0.755315226236419,0.000877605915188399,0.243807167848392
5.12759588393658e-30,0.443798365250042,0.3333295519666,0.222872082783358
5.12759588393658e-30,0.751507247722805,0.000944402028680242,0.247548350248514
9.86076131526265e-31,0.443949690538493,0.329564321448539,0.226485988012968
9.86076131526265e-31,0.747683039082169,0.00101628211061441,0.251300678807216
4.14151975241031e-30,0.444108571200411,0.325771137734231,0.230120291065357
4.14151975241031e-30,0.743842307211222,0.00109363311067661,0.255064059678101
8.08779643077842e-28,0.444275368540176,0.321949468951041,0.233775162508783
8.08779643077842e-28,0.739984760496888,0.00117687142996655,0.258838368073146
7.29696337329436e-30,0.444450467203447,0.318098780220186,0.237450752576367
7.29696337329436e-30,0.736110109618558,0.00126644516259628,0.262623445218846
6.31088724176809e-30,0.44463427685863,0.314218534616617,0.241147188524753
6.31088724176809e-30,0.732218068426865,0.00136283650790053,0.266419095065235
1.11426602862468e-28,0.444827234007641,0.310308194245217,0.244864571747142
1.11426602862468e-28,0.728308354908655,0.00146656436624457,0.2702250807251
7.29696337329436e-30,0.445029803939044,0.306367221438072,0.248602974622885
7.29696337329436e-30,0.724380692241944,0.00157818713240349,0.274041120625652
7.88860905221012e-31,0.445242482835748,0.302395080082778,0.252362437081474
7.88860905221012e-31,0.720434809947563,0.00169830570155051,0.277866884350886
3.54987407349455e-30,0.445465800048183,0.29839123709816,0.256142962853658
3.54987407349455e-30,0.716470445147847,0.00182756670403619,0.281701988148117
1.04524069941784e-29,0.445700320549733,0.294355164063215,0.259944515387052
1.04524069941784e-29,0.712487343936758,0.00196666598637239,0.285545990076869
3.3526588471893e-30,0.445946647588439,0.290286339015773,0.263767013395788
3.3526588471893e-30,0.708485262871835,0.00211635235715998,0.289398384771005
3.54987407349455e-30,0.446205425552397,0.286184248433339,0.267610326014264
3.54987407349455e-30,0.704463970596091,0.00227743161812558,0.293258597785783
9.86076131526265e-31,0.446477343067339,0.282048389410777,0.271474267521884
9.86076131526265e-31,0.700423249599192,0.00245077090196755,0.297125979498841
3.3526588471893e-30,0.446763136346438,0.277878272050682,0.27535859160288
3.3526588471893e-30,0.696362898127817,0.00263730334036296,0.30099979853182
9.86076131526265e-31,0.447063592814334,0.273673422083104,0.279262985102563
9.86076131526265e-31,0.692282732255554,0.00283803308726477,0.304879234657181
1.18329135783152e-30,0.447379555029533,0.269433383732087,0.28318706123838
1.18329135783152e-30,0.688182588122986,0.00305404072453081,0.308763371152483
9.66354608895739e-30,0.447711924931099,0.265157722848655,0.287130352220246
9.66354608895739e-30,0.684062324359753,0.00328648907898461,0.312651186561262
1.28189897098414e-29,0.448061668438506,0.260846030329825,0.291092301231669
1.28189897098414e-29,0.679921824700172,0.00353662948222293,0.316541545817605
2.76101316827354e-30,0.448429820435643,0.256497925845667,0.29507225371869
2.76101316827354e-30,0.675761000805131,0.003805808506868,0.320433190688001
7.29696337329436e-30,0.448817490173482,0.252113061896574,0.299069447929944
7.29696337329436e-30,0.671579795302969,0.00409547521552778,0.324324729481503
2.76101316827354e-30,0.449225867128184,0.247691128225937,0.303083004645879
2.76101316827354e-30,0.667378185063181,0.00440718896148708,0.328214625975332
5.08815283867553e-29,0.449656227356065,0.243231856612676,0.307111916031259
5.08815283867553e-29,0.663156184716352,0.00474262778312298,0.332101187500526
8.08582427851537e-30,0.450109940389433,0.238735026071979,0.311155033538588
8.08582427851537e-30,0.658913850435184,0.00510359743723367,0.335982552127582
6.40949485492072e-29,0.450588476722925,0.234200468491122,0.315211054785953
6.40949485492072e-29,0.654651283990446,0.0054920411199098,0.339856674889645
1.64477498738581e-28,0.451093415942628,0.229628074732985,0.319278509324387
1.64477498738581e-28,0.650368637097903,0.0059100499272782,0.343721312974819
4.87121608973975e-28,0.451626455557953,0.225017801235743,0.323355743206304
4.87121608973975e-28,0.646066116069844,0.00635987411243104,0.347574009817725
2.7746210188886e-27,0.452189420598968,0.220369677144785,0.327440902256247
2.7746210188886e-27,0.64174398678757,0.00684393519913939,0.351412078013291
7.29696337329436e-30,0.452784274050174,0.215683812010703,0.331531913939123
7.29696337329436e-30,0.637402580009944,0.00736483901756272,0.355232580972494
1.97215226305253e-30,0.453413128199586,0.210960404082185,0.335626467718229
1.97215226305253e-30,0.633042297027741,0.00792538973212879,0.35903231324013
